organization_id,club_name,logo_url,sport,registration_year,country,region_code,region,province,town,postal_code,address,latitude,longitude
77c894e237b94a7d89f79b9c,Associazione Sportiva Olimpia Sardegna,,volleyball,2001,ITA,SAR,Sardegna,CA,Cagliari,63493,"Via Roma, 75",39.2595758,9.1675042
de6017eedee840b68b784079,S.S.D. Virtus Team,,padel,2018,ITA,LOM,Lombardia,MI,Milano,82183,"Piazzale dello Sport, 6",45.56318,9.0551015
b6608b84608241bdb57e08bc,Club Real 2020,,football,2014,ITA,CAM,Campania,NA,Napoli,99548,"Viale Europa, 119",40.9472119,14.2978294
3e36d0d465f74f1693c38b92,S.S.D. Real Club,,gymnastics,2017,ITA,VEN,Veneto,VE,Venezia,86717,"Via dello Sport, 79",45.4013973,12.3552898
3e36d0d465f74f1693c38b92,S.S.D. Real Club,,tennis,2017,ITA,VEN,Veneto,VE,Venezia,86717,"Via dello Sport, 79",45.4013973,12.3552898
c37bd6eb055a4f8aa8df7251,S.S.D. Ancona Team,,swimming,2006,ITA,MAR,Marche,AN,Ancona,65032,"Via dello Sport, 65",43.6835726,13.5109205
1760c8f8e3554f46bf688880,Sporting Club Roma 2020,,football,2017,ITA,LAZ,Lazio,RM,Roma,02267,"Via Leonardo da Vinci, 72",42.0224477,12.3677796
9186bebbe3a94868a26e59f0,U.S.D. Sporting 2023,,football,2025,ITA,CAM,Campania,NA,Napoli,47898,"Via Roma, 116",41.0335153,14.3418569
f276060134b544dcb965de96,Sporting Club Olimpia Bologna Sport,,athletics,2013,ITA,EMR,Emilia-Romagna,BO,Bologna,21866,"Via Mazzini, 35",44.4623824,11.2308381
5e9b6e572d104de4bda25f28,Associazione Sportiva Nuova 2020,,gymnastics,2008,ITA,TOS,Toscana,FI,Firenze,37585,"Via Garibaldi, 99",43.7162143,11.3244334
5e9b6e572d104de4bda25f28,Associazione Sportiva Nuova 2020,,football,2008,ITA,TOS,Toscana,FI,Firenze,37585,"Via Garibaldi, 99",43.7162143,11.3244334
7390459447e348358e7fccf2,Club Aurora Sport,,volleyball,2025,ITA,LIG,Liguria,GE,Genova,80457,"Viale Europa, 56",44.4264109,8.9698795
9d33f4f7472b4317a82cee44,A.C. San Marco Atletico,,martial_arts,2023,ITA,VEN,Veneto,VE,Venezia,57531,"Via Mazzini, 47",45.4173469,12.4248762
8f3b2d07b00e4db1a1d7e187,Club Libertas San Paolo Club,,athletics,2006,ITA,CAM,Campania,NA,Napoli,50695,"Via Leonardo da Vinci, 86",40.9492713,14.21557
f6af7bdd31394561ba49760f,Polisportiva Puglia Club,,volleyball,2014,ITA,PUG,Puglia,BA,Bari,89555,"Via Marconi, 57",41.1805611,16.9654302
c0914d0cad434573a33257e1,U.S.D. Virtus Italia,,padel,2009,ITA,EMR,Emilia-Romagna,BO,Bologna,27100,"Via Mazzini, 104",44.5182965,11.4703542
1d8ba9e0274649b3b4ba10e7,S.S.D. Union Italia,,tennis,2004,ITA,EMR,Emilia-Romagna,BO,Bologna,99430,"Via Roma, 115",44.4115534,11.4951808
d577545e63204176aa081842,A.C. Trento 2023,,football,2017,ITA,TAA,Trentino-Alto Adige,TN,Trento,99992,"Piazzale dello Sport, 41",46.1328198,11.1667631
d577545e63204176aa081842,A.C. Trento 2023,,basketball,2017,ITA,TAA,Trentino-Alto Adige,TN,Trento,99992,"Piazzale dello Sport, 41",46.1328198,11.1667631
be80468431fa4a2989124a99,Sporting Club Junior Pro 2022,,football,2024,ITA,UMB,Umbria,PG,Perugia,83149,"Piazza Italia, 63",43.1418978,12.4078911
65ba3cfe5c4c472fbd174845,A.C. San Marco Friuli-Venezia Giulia,,football,2022,ITA,FVG,Friuli-Venezia Giulia,TS,Trieste,55377,"Via Mazzini, 9",45.6379745,13.8640635
e0159fb880a446d5bf065e39,A.C. Union Accademia Academy,,padel,2012,ITA,LOM,Lombardia,MI,Milano,98978,"Via Leonardo da Vinci, 69",45.4856528,9.145521
9d431683060e45698debccb6,Associazione Sportiva Nuova Sicilia,,swimming,2023,ITA,SIC,Sicilia,PA,Palermo,62261,"Via Dante, 108",38.1699802,13.4295623
346c59f9cadf4abc8f9b4fe6,Sporting Club Virtus 2021,,football,2010,ITA,VEN,Veneto,VE,Venezia,99567,"Via Leonardo da Vinci, 36",45.5471083,12.3335309
346c59f9cadf4abc8f9b4fe6,Sporting Club Virtus 2021,,tennis,2010,ITA,VEN,Veneto,VE,Venezia,99567,"Via Leonardo da Vinci, 36",45.5471083,12.3335309
12d90a71030a4f9fb6185f52,Associazione Sportiva Aurora Veneto,,swimming,2007,ITA,VEN,Veneto,VE,Venezia,03671,"Via Mazzini, 108",45.4632347,12.4087277
31c010b7c166453fa0dd2064,S.S.D. Real Club,,swimming,2003,ITA,PIE,Piemonte,TO,Torino,15168,"Via Dante, 40",45.047709,7.6920683
94949c901b794a6eabde9c9b,Sporting Club Torino Italia,,martial_arts,2019,ITA,PIE,Piemonte,TO,Torino,75177,"Via Garibaldi, 102",45.1857774,7.722739
bf4bb720ab5141b6a5684a50,Club Virtus Firenze 2021,,futsal,2014,ITA,TOS,Toscana,FI,Firenze,24086,"Via Dante, 56",43.7520806,11.2356756
4c90b4a480a04996999b817f,Associazione Sportiva Junior Italia,,football,2008,ITA,SIC,Sicilia,PA,Palermo,99366,"Via Marconi, 32",38.1948211,13.3040165
eef0b8919e23437099d109c6,A.S.D. Milano 2022,,football,2019,ITA,LOM,Lombardia,MI,Milano,02330,"Via dello Sport, 72",45.5025829,9.1326463
5e183f9a87334fb3a714f7e7,Sporting Club Elite Nuova 2022,,football,2012,ITA,MAR,Marche,AN,Ancona,88026,"Via Mazzini, 40",43.5882113,13.4482712
436c06017d934fb58a5f5b9d,Sporting Club Stella Azzurra 2022,,football,2010,ITA,PIE,Piemonte,TO,Torino,71236,"Via Garibaldi, 96",45.0946521,7.7092766
8194efd9db1d491ca1f2e4dd,Associazione Sportiva San Marco Center,,football,2017,ITA,VEN,Veneto,VE,Venezia,06965,"Via Dante, 36",45.5035245,12.2478852
b010c2431f1e40c6bf854ee5,U.S.D. Elite Italia,,basketball,2001,ITA,VEN,Veneto,VE,Venezia,63616,"Via dello Sport, 111",45.4830038,12.3743543
14044ff0608c4fe498af3530,A.S.D. Olimpia Olimpia,,football,2014,ITA,CAM,Campania,NA,Napoli,78139,"Via Marconi, 39",40.769603,14.2721113
14044ff0608c4fe498af3530,A.S.D. Olimpia Olimpia,,martial_arts,2014,ITA,CAM,Campania,NA,Napoli,78139,"Via Marconi, 39",40.769603,14.2721113
14044ff0608c4fe498af3530,A.S.D. Olimpia Olimpia,,swimming,2014,ITA,CAM,Campania,NA,Napoli,78139,"Via Marconi, 39",40.769603,14.2721113
7f09e6320a11426a93724da0,S.S.D. Veneto Team,,volleyball,2013,ITA,VEN,Veneto,VE,Venezia,78832,"Via Marconi, 89",45.445807,12.3552568
8349e22444d14a75b0f44307,Polisportiva Junior Center,,swimming,2006,ITA,LOM,Lombardia,MI,Milano,72376,"Via Leonardo da Vinci, 15",45.35816,9.1008367
4466f77a0a1249cf9013a09b,U.S.D. Virtus Club,,basketball,2012,ITA,FVG,Friuli-Venezia Giulia,TS,Trieste,71776,"Via dello Sport, 65",45.5797979,13.7296897
b267ab1b65d04664bc1a5441,Sporting Club Milano Team,,cycling,2021,ITA,LOM,Lombardia,MI,Milano,06273,"Via dello Sport, 74",45.3701105,9.0139513
b267ab1b65d04664bc1a5441,Sporting Club Milano Team,,volleyball,2021,ITA,LOM,Lombardia,MI,Milano,06273,"Via dello Sport, 74",45.3701105,9.0139513
6dae7dbac44e489f8a056ac1,Associazione Sportiva San Marco Pro 2021,,basketball,2005,ITA,SIC,Sicilia,PA,Palermo,91921,"Viale Europa, 53",38.0762786,13.3537928
6dae7dbac44e489f8a056ac1,Associazione Sportiva San Marco Pro 2021,,tennis,2005,ITA,SIC,Sicilia,PA,Palermo,91921,"Viale Europa, 53",38.0762786,13.3537928
d3fb8d0e8a284b95bf0e3aaa,A.S.D. Junior Club,,martial_arts,2000,ITA,LOM,Lombardia,MI,Milano,55165,"Piazza Italia, 60",45.5156459,9.1401583
ee8eb360b44846c499854fc4,Associazione Sportiva Catanzaro Club,,basketball,2019,ITA,CAL,Calabria,CZ,Catanzaro,21758,"Via Mazzini, 91",38.9814538,16.6679219
ee8eb360b44846c499854fc4,Associazione Sportiva Catanzaro Club,,athletics,2019,ITA,CAL,Calabria,CZ,Catanzaro,21758,"Via Mazzini, 91",38.9814538,16.6679219
5d81aeec92ca41f594813585,A.C. Libertas Roma Sport,,football,2015,ITA,LAZ,Lazio,RM,Roma,73255,"Via Mazzini, 59",41.7541023,12.4927967
5d81aeec92ca41f594813585,A.C. Libertas Roma Sport,,athletics,2015,ITA,LAZ,Lazio,RM,Roma,73255,"Via Mazzini, 59",41.7541023,12.4927967
458a2b829ebb417583320c35,U.S.D. Virtus 2020,,football,2015,ITA,EMR,Emilia-Romagna,BO,Bologna,71592,"Via Dante, 58",44.4476526,11.3798133
458a2b829ebb417583320c35,U.S.D. Virtus 2020,,volleyball,2015,ITA,EMR,Emilia-Romagna,BO,Bologna,71592,"Via Dante, 58",44.4476526,11.3798133
71b21cf3afee4415879002e9,Sporting Club Junior Milano Center,,martial_arts,2023,ITA,LOM,Lombardia,MI,Milano,50968,"Via Marconi, 91",45.43311,9.2670054
68bff169d81b42d998ec7ccd,U.S.D. Elite 2023,,gymnastics,2023,ITA,LOM,Lombardia,MI,Milano,86823,"Via Dante, 53",45.5159222,9.2872616
68bff169d81b42d998ec7ccd,U.S.D. Elite 2023,,basketball,2023,ITA,LOM,Lombardia,MI,Milano,86823,"Via Dante, 53",45.5159222,9.2872616
d125e8fe7b044d05ad162c6e,Polisportiva Stella Azzurra Team,,cycling,2024,ITA,VEN,Veneto,VE,Venezia,71912,"Via Marconi, 112",45.4112242,12.3953813
d125e8fe7b044d05ad162c6e,Polisportiva Stella Azzurra Team,,tennis,2024,ITA,VEN,Veneto,VE,Venezia,71912,"Via Marconi, 112",45.4112242,12.3953813
edcf42a972694bfdb4a458e8,Polisportiva Nuova Basilicata,,athletics,2001,ITA,BAS,Basilicata,PZ,Potenza,08355,"Viale Europa, 102",40.5171052,15.8577903
64b91a3292f540469076a611,Sporting Club Pro Roma Team,,football,2004,ITA,LAZ,Lazio,RM,Roma,84611,"Via Mazzini, 60",41.8624523,12.4009494
9d18e1b464ca49e9ae22343a,Associazione Sportiva San Paolo 2022,,football,2015,ITA,LAZ,Lazio,RM,Roma,50986,"Via Garibaldi, 31",41.826598,12.3532891
9d18e1b464ca49e9ae22343a,Associazione Sportiva San Paolo 2022,,futsal,2015,ITA,LAZ,Lazio,RM,Roma,50986,"Via Garibaldi, 31",41.826598,12.3532891
9d18e1b464ca49e9ae22343a,Associazione Sportiva San Paolo 2022,,athletics,2015,ITA,LAZ,Lazio,RM,Roma,50986,"Via Garibaldi, 31",41.826598,12.3532891
8c69b727f1934e92a279e2d2,Polisportiva Aurora Piemonte,,martial_arts,2007,ITA,PIE,Piemonte,TO,Torino,47179,"Piazzale dello Sport, 103",45.1149624,7.8478076
8c69b727f1934e92a279e2d2,Polisportiva Aurora Piemonte,,cycling,2007,ITA,PIE,Piemonte,TO,Torino,47179,"Piazzale dello Sport, 103",45.1149624,7.8478076
d89810e98edf44a4bc6727dc,U.S.D. Libertas Emilia-Romagna,,athletics,2009,ITA,EMR,Emilia-Romagna,BO,Bologna,55460,"Viale Europa, 96",44.447533,11.275188
54aeea58168146e6bc9e9db1,Club San Marco 2022,,tennis,2002,ITA,EMR,Emilia-Romagna,BO,Bologna,30571,"Via Dante, 97",44.4330399,11.3618223
5c0265c2ba514d549276edea,Club Virtus Trento,,swimming,2018,ITA,TAA,Trentino-Alto Adige,TN,Trento,84695,"Via Leonardo da Vinci, 106",46.1086325,11.1969913
adc7f1ea683146198524768e,A.S.D. Stella Azzurra Nuova Team,,football,2009,ITA,VEN,Veneto,VE,Venezia,13739,"Via Marconi, 15",45.4162519,12.2584555
adc7f1ea683146198524768e,A.S.D. Stella Azzurra Nuova Team,,tennis,2009,ITA,VEN,Veneto,VE,Venezia,13739,"Via Marconi, 15",45.4162519,12.2584555
bc776cc45fcc4b07b8f0796e,Club Union Friuli-Venezia Giulia Team,,padel,2022,ITA,FVG,Friuli-Venezia Giulia,TS,Trieste,59115,"Viale Europa, 28",45.6575093,13.7665937
3a25870c6a554cad95002907,Club Lombardia Club,,padel,2020,ITA,LOM,Lombardia,MI,Milano,07629,"Piazzale dello Sport, 3",45.4090282,9.1269401
3a25870c6a554cad95002907,Club Lombardia Club,,cycling,2020,ITA,LOM,Lombardia,MI,Milano,07629,"Piazzale dello Sport, 3",45.4090282,9.1269401
648898b6325b4000af63b2e9,A.C. Real Center,,football,2000,ITA,TOS,Toscana,FI,Firenze,19964,"Via dello Sport, 110",43.7365353,11.1751848
b5e408d907e64b1eba67414e,S.S.D. Venezia 2020,,football,2004,ITA,VEN,Veneto,VE,Venezia,15896,"Via Leonardo da Vinci, 68",45.4810323,12.3996285
b1d77e9bc3f94896b02f47ce,S.S.D. Junior Academy,,futsal,2015,ITA,SIC,Sicilia,PA,Palermo,90928,"Via Leonardo da Vinci, 55",38.1214369,13.4056034
2536e806dcbf4f80b3586968,S.S.D. Stella Azzurra Sport,,volleyball,2012,ITA,CAM,Campania,NA,Napoli,39652,"Piazzale dello Sport, 68",40.9637204,14.2552468
5fa8c602b92e483e88d5aac3,S.S.D. Real Lombardia Center,,basketball,2003,ITA,LOM,Lombardia,MI,Milano,41963,"Viale Europa, 55",45.5013567,9.0347125
4f71ca0685b747f9884f86a9,Associazione Sportiva Virtus Bari Team,,athletics,2017,ITA,PUG,Puglia,BA,Bari,74608,"Via Roma, 76",41.0748602,16.8034236
132d710b95754b0b8dcac7bd,Sporting Club Atletico Club,,basketball,2015,ITA,PIE,Piemonte,TO,Torino,15184,"Via Mazzini, 109",45.1340027,7.6732426
f890df21d38d416ea4323027,Polisportiva Nuova Union,,swimming,2000,ITA,LIG,Liguria,GE,Genova,93104,"Via Dante, 35",44.4334398,8.8287213
98966b1434b6471fa4411733,U.S.D. Olimpia Palermo,,volleyball,2014,ITA,SIC,Sicilia,PA,Palermo,49503,"Viale Europa, 21",38.1882306,13.3202047
171ac8759ecc4b30be4a142b,S.S.D. Atletico Roma,,football,2015,ITA,LAZ,Lazio,RM,Roma,55287,"Piazzale dello Sport, 57",41.8473149,12.6794926
0bbb83bfa88c4733913f1d85,Sporting Club Libertas San Paolo Italia,,football,2019,ITA,LAZ,Lazio,RM,Roma,27794,"Via Roma, 1",41.9764829,12.3898361
34dbfb950b8f41b0b5dca504,Polisportiva San Paolo Roma Academy,,football,2022,ITA,LAZ,Lazio,RM,Roma,74233,"Via Mazzini, 65",41.8133702,12.3980322
c01284859f3e4cf2a5e11cbe,A.S.D. Union Team,,volleyball,2013,ITA,TOS,Toscana,FI,Firenze,54088,"Via dello Sport, 15",43.82093,11.1644151
36ba6c27f02843adb0fc46ec,Associazione Sportiva Abruzzo Team,,tennis,2009,ITA,ABR,Abruzzo,AQ,L'Aquila,44655,"Viale Europa, 29",42.281192,13.5205289
294a99ee86b84328ac6e6a95,A.C. Sporting Sport,,football,2004,ITA,SIC,Sicilia,PA,Palermo,83306,"Via Garibaldi, 23",38.0614569,13.3766449
3aa0f9b748fa48fdab42c871,Associazione Sportiva Stella Azzurra Milano,,swimming,2018,ITA,LOM,Lombardia,MI,Milano,67497,"Via Roma, 46",45.5386115,9.265957
8e194e412b2049afbae9f225,Club San Paolo Virtus Team,,volleyball,2001,ITA,CAM,Campania,NA,Napoli,75928,"Via Marconi, 117",40.8885227,14.1131625
e9a5ac0cdf8c47d7b4bbae46,U.S.D. Atletico Bari,,football,2014,ITA,PUG,Puglia,BA,Bari,69517,"Via Marconi, 68",41.0643054,16.9164702
535c005daa71400794e9e5b4,Sporting Club Union Stella Azzurra,,swimming,2003,ITA,PIE,Piemonte,TO,Torino,51667,"Piazza Italia, 87",45.0727796,7.825381
8e12f06ae267448cbd7be39c,U.S.D. Stella Azzurra Sport,,swimming,2004,ITA,LAZ,Lazio,RM,Roma,12104,"Piazzale dello Sport, 91",41.9671201,12.5797974
0f13ec5bde28438d8b7fa5fd,U.S.D. Virtus Union,,football,2024,ITA,LAZ,Lazio,RM,Roma,30693,"Via Marconi, 25",41.8630038,12.6270817
7472f5d6d8434ad79a941019,S.S.D. Atletico Stella Azzurra Sport,,football,2019,ITA,VEN,Veneto,VE,Venezia,58366,"Via Dante, 93",45.4232418,12.273948
a653b10245ed4fc6b6fda10c,Associazione Sportiva Catanzaro 2023,,martial_arts,2006,ITA,CAL,Calabria,CZ,Catanzaro,75766,"Viale Europa, 87",38.9275048,16.701855
f69ea0fc45cc4c688b80317c,Sporting Club Venezia Italia,,football,2022,ITA,VEN,Veneto,VE,Venezia,17341,"Piazza Italia, 109",45.469252,12.2704429
f69ea0fc45cc4c688b80317c,Sporting Club Venezia Italia,,basketball,2022,ITA,VEN,Veneto,VE,Venezia,17341,"Piazza Italia, 109",45.469252,12.2704429
e69a9c823dc84c9280fb1998,U.S.D. Union 2022,,tennis,2007,ITA,LAZ,Lazio,RM,Roma,13987,"Via Roma, 41",41.978935,12.445477
e69a9c823dc84c9280fb1998,U.S.D. Union 2022,,athletics,2007,ITA,LAZ,Lazio,RM,Roma,13987,"Via Roma, 41",41.978935,12.445477
c9bf04754e754e39a059faeb,U.S.D. Atletico Toscana Sport,,football,2008,ITA,TOS,Toscana,FI,Firenze,20597,"Via Mazzini, 107",43.7974941,11.3082761
117edd44b31a46f2a60b3243,S.S.D. San Paolo Molise,,swimming,2002,ITA,MOL,Molise,CB,Campobasso,66513,"Via Garibaldi, 108",41.645447,14.6819429
e9018311e02a4ddb958553d0,A.C. Olimpia Academy,,tennis,2002,ITA,PIE,Piemonte,TO,Torino,09870,"Piazza Italia, 47",45.0032871,7.7046127
391d4f2581ae423f91c0bcb3,A.S.D. Accademia 2021,,football,2011,ITA,VEN,Veneto,VE,Venezia,87127,"Via Mazzini, 94",45.4816123,12.3966031
28c809fb0819401da4bfefd6,Club Olimpia 2023,,football,2014,ITA,PIE,Piemonte,TO,Torino,24891,"Via Marconi, 81",45.1543003,7.7705561
edc42e08e09a4f888421b2e4,Associazione Sportiva Firenze Academy,,football,2015,ITA,TOS,Toscana,FI,Firenze,99735,"Via dello Sport, 5",43.7094651,11.3052381
edc42e08e09a4f888421b2e4,Associazione Sportiva Firenze Academy,,tennis,2015,ITA,TOS,Toscana,FI,Firenze,99735,"Via dello Sport, 5",43.7094651,11.3052381
ba22689bf2e04b50a4e7f0fc,A.S.D. Stella Azzurra Bari 2020,,martial_arts,2015,ITA,PUG,Puglia,BA,Bari,69062,"Via Marconi, 48",41.0572222,17.0517485
ba22689bf2e04b50a4e7f0fc,A.S.D. Stella Azzurra Bari 2020,,gymnastics,2015,ITA,PUG,Puglia,BA,Bari,69062,"Via Marconi, 48",41.0572222,17.0517485
8d03db2d827b4ae3b6e34147,Sporting Club Pro Lazio,,football,2022,ITA,LAZ,Lazio,RM,Roma,91408,"Via Leonardo da Vinci, 22",41.7747835,12.4985749
9b37fd8b05bf4d38bfde0eb7,Club Union San Marco,,tennis,2023,ITA,LOM,Lombardia,MI,Milano,19714,"Via Dante, 4",45.4617824,9.254385
51169bc830174bfc8c6e3f96,U.S.D. Virtus 2020,,volleyball,2021,ITA,TOS,Toscana,FI,Firenze,49760,"Via Marconi, 48",43.8017133,11.2376346
0778770af9cb4837ba2de4a4,Club Stella Azzurra Club,,football,2003,ITA,LOM,Lombardia,MI,Milano,35116,"Via dello Sport, 100",45.3692214,9.0481933
0778770af9cb4837ba2de4a4,Club Stella Azzurra Club,,volleyball,2003,ITA,LOM,Lombardia,MI,Milano,35116,"Via dello Sport, 100",45.3692214,9.0481933
82c589b575324f448a7dd584,Associazione Sportiva Real Cagliari Team,,athletics,2025,ITA,SAR,Sardegna,CA,Cagliari,46537,"Viale Europa, 86",39.1821856,9.1417816
37c7c88d85d243089233033e,Polisportiva Sardegna 2023,,football,2025,ITA,SAR,Sardegna,CA,Cagliari,48303,"Via Marconi, 4",39.2324996,9.0935543
ec169b626267429b9087f5d2,U.S.D. Virtus Piemonte 2021,,martial_arts,2002,ITA,PIE,Piemonte,TO,Torino,85192,"Via Dante, 41",45.0737822,7.7910985
ddad7b99103f4ef290661d65,U.S.D. Pro Campania,,volleyball,2007,ITA,CAM,Campania,NA,Napoli,38230,"Viale Europa, 67",40.88975,14.281076
ddad7b99103f4ef290661d65,U.S.D. Pro Campania,,football,2007,ITA,CAM,Campania,NA,Napoli,38230,"Viale Europa, 67",40.88975,14.281076
64d492a1565c43258a89d3a3,Polisportiva Olimpia San Paolo,,football,2004,ITA,TOS,Toscana,FI,Firenze,82851,"Via Dante, 85",43.7375908,11.2770114
1591935651bc4ff2a1e54010,A.S.D. Aurora Italia,,martial_arts,2020,ITA,SIC,Sicilia,PA,Palermo,83203,"Via Roma, 64",38.1407708,13.418506
c048025872ef44b1b6a646a2,A.C. Accademia Molise,,tennis,2010,ITA,MOL,Molise,CB,Campobasso,41970,"Piazzale dello Sport, 19",41.6283815,14.6255235
e3fcc46a236743f59b6795dd,Club Accademia Trentino-Alto Adige,,basketball,2007,ITA,TAA,Trentino-Alto Adige,TN,Trento,07632,"Via Dante, 13",46.0478975,11.1982035
6a9e403133b7457cb1899e4d,A.C. Stella Azzurra 2020,,basketball,2015,ITA,LAZ,Lazio,RM,Roma,04037,"Via dello Sport, 64",41.865245,12.5653821
14bc4fb265e243fba19018c4,A.C. Real Academy,,gymnastics,2015,ITA,CAM,Campania,NA,Napoli,02071,"Via dello Sport, 69",40.8679727,14.2600307
d6209eef231644ac9033bb45,Club Accademia Firenze,,football,2002,ITA,TOS,Toscana,FI,Firenze,60028,"Via Leonardo da Vinci, 65",43.7646392,11.3264911
4b7912f107e84cff8e11df7f,S.S.D. Olimpia 2020,,tennis,2019,ITA,SIC,Sicilia,PA,Palermo,66546,"Piazza Italia, 52",38.0919581,13.4478181
6c5b15d9028a41229c07122b,Associazione Sportiva Olimpia 2023,,swimming,2019,ITA,BAS,Basilicata,PZ,Potenza,45089,"Via dello Sport, 76",40.5097285,15.878398
5c4e620b63634817ad1bc029,Polisportiva Elite Lombardia,,volleyball,2020,ITA,LOM,Lombardia,MI,Milano,30824,"Piazzale dello Sport, 74",45.4774285,9.1714463
5c4e620b63634817ad1bc029,Polisportiva Elite Lombardia,,martial_arts,2020,ITA,LOM,Lombardia,MI,Milano,30824,"Piazzale dello Sport, 74",45.4774285,9.1714463
5c4e620b63634817ad1bc029,Polisportiva Elite Lombardia,,athletics,2020,ITA,LOM,Lombardia,MI,Milano,30824,"Piazzale dello Sport, 74",45.4774285,9.1714463
02b1ae8b787c4c0fb14b2a3a,Sporting Club Olimpia Palermo,,basketball,2013,ITA,SIC,Sicilia,PA,Palermo,66774,"Via Mazzini, 53",38.1375285,13.2841024
ad03a4179c2043f9bf1a27f2,A.S.D. Olimpia Real 2020,,football,2017,ITA,SIC,Sicilia,PA,Palermo,47437,"Viale Europa, 70",38.1880781,13.4245635
fbfbd7c331814fe485dfe426,Polisportiva Elite Club,,futsal,2009,ITA,PUG,Puglia,BA,Bari,93404,"Via Mazzini, 89",41.1735309,16.9882611
c8d10624e63a466e8c904b53,Polisportiva San Paolo Libertas 2023,,tennis,2001,ITA,LOM,Lombardia,MI,Milano,11358,"Via dello Sport, 92",45.4699509,9.1961707
c8d10624e63a466e8c904b53,Polisportiva San Paolo Libertas 2023,,martial_arts,2001,ITA,LOM,Lombardia,MI,Milano,11358,"Via dello Sport, 92",45.4699509,9.1961707
fe619bc285c4473f9e663146,Associazione Sportiva Real Club,,swimming,2007,ITA,LAZ,Lazio,RM,Roma,70604,"Via Roma, 86",41.8827128,12.4397554
919fe18b31e74cbeb85f023b,Club Elite Libertas,,futsal,2015,ITA,FVG,Friuli-Venezia Giulia,TS,Trieste,27143,"Via Marconi, 84",45.5965673,13.6800594
919fe18b31e74cbeb85f023b,Club Elite Libertas,,football,2015,ITA,FVG,Friuli-Venezia Giulia,TS,Trieste,27143,"Via Marconi, 84",45.5965673,13.6800594
